fancyname;category;company;purchases;ads;usersinteract;age_rating;Downloads;price;rating;numberreviews;five;four;three;two;one
Bike Race Free - Top Motorcycle Racing Games;racing;top free games.;1;1;0;0;100000000;0;4.4;2778354;100;14;7;2;11
Stick Fight: Shadow Warrior;action;homecooked games;1;1;0;12;10000000;0;4.1;79653;100;19;11;5;22
PAKO Forever;racing;tree men games;1;1;0;7;1000000;0;4.3;39952;100;25;11;5;11
Words Story - Addictive Word Game;word;great puzzle games;1;1;0;7;50000000;0;3.9;475505;100;12;10;8;31
Snake Balls;arcade;ketchapp;0;1;0;0;50000;0;4.1;293;100;15;18;2;18
Marble Woka Woka;puzzle;two desperados ltd;1;1;0;0;10000000;0;4.6;16692;100;16;6;1;4
Toon Blast;puzzle;peak;1;0;0;0;50000000;0;4.7;2446042;100;14;5;1;2
Ballz;puzzle;ketchapp;1;1;0;0;10000000;0;3.8;38885;100;35;23;11;32
Ultimate Jewel;board;balloon island;0;1;0;0;1000000;0;4.7;86129;100;22;5;1;1
Sudoku - Free & Offline;puzzle;fassor;1;1;0;0;1000000;0;4.4;25894;100;41;11;4;7
PewDiePie's Tuber Simulator;casual;outerminds inc.;1;1;1;0;10000000;0;4.8;1874015;100;8;1;0;2
Logo Quiz Ultimate;trivia;symblcrowd gmbh;1;1;0;0;5000000;0;3.9;40979;100;28;16;9;25
Color Glow : Puzzle Collection;puzzle;pivotgames. inc.;1;1;1;0;500000;0;4.7;7877;100;13;4;1;3
Train Simulator 2017 - Euro Railway Tracks Driving;simulation;3beesstudio;1;1;0;0;1000000;0;3.9;8951;100;16;14;9;27
Subway Craft: Build Big City & Ride Block Train 3D;simulation;crafting and building games for girls adventure;1;1;0;0;5000000;0;3.9;34515;100;10;7;7;29
Train Sim;simulation;3583 bytes;1;1;1;0;10000000;0;4.3;302831;100;16;8;3;12
Helicopter Craft: Flying & Crafting Game 2018;adventure;survival crafting & exploration adventure games;0;1;0;0;5000000;0;4.0;21039;100;9;7;8;22
Euro Truck Evolution (Simulator);simulation;ovidiu pop;1;1;0;0;10000000;0;4.2;996814;100;15;9;4;18
Truck Simulator : Europe;simulation;wanda;1;1;0;0;10000000;0;4.3;247083;100;18;12;4;13
World War of Warplanes 2: WW2 Plane Dogfight Game;action;free 3d crafting adventure games for boys & girls;0;1;0;7;100000;0;3.5;1627;100;18;19;8;51
Extreme Car Driving Simulator;racing;axesinmotion racing;1;1;0;0;100000000;0;4.3;2728311;100;13;8;4;15
Fire Truck Driving Simulator;simulation;gumdrop games;1;1;0;0;1000000;0;3.8;3713;100;18;16;14;29
Modern Firefighter Helicopter;simulation;barracuda fish games;1;1;0;12;1000000;0;4.0;6274;100;15;15;5;23
RaptorCraft 3D: Survival Craft <U+25BA> Dangerous Worlds;simulation;tellurion mobile;1;1;0;0;1000000;0;3.9;6723;100;14;11;7;31
Where's My Water? 2;puzzle;disney;1;1;0;0;100000000;0;4.4;2030418;100;14;8;2;9
Cut the Rope FULL FREE;puzzle;zeptolab;1;1;0;0;100000000;0;4.6;2371203;100;14;5;1;4
Gun Builder 3D Simulator;simulation;bintagogames;1;1;0;7;1000000;0;3.0;12792;100;21;23;18;95
Farmer Sim 2018;simulation;ovidiu pop;1;1;0;0;5000000;0;3.9;68241;100;17;13;8;28
Goat Simulator;simulation;coffee stain publishing;1;0;0;7;10000000;0;4.2;263321;100;13;7;4;17
Mad GunZ - Battle Royale, online, shooting games;action;full hp ltd;1;1;1;12;5000000;0;4.3;193609;100;13;6;3;13
Crazy Goat Reloaded 2016;action;tap2play, llc (ticker: tapm);1;1;0;12;1000000;0;3.8;29688;100;13;11;5;34
Town Construction Simulator 3D;simulation;game mavericks;0;1;0;0;100000;0;3.2;1631;100;16;23;8;78
Heavy Bus Simulator;simulation;dynamic games entretenimento ltda;0;1;0;0;10000000;0;4.0;382049;100;17;10;6;27
Farming Simulator 14;simulation;giants software;1;0;0;0;50000000;0;4.2;713337;100;14;9;5;16
Train Driver 15;simulation;ovidiu pop;1;1;0;0;10000000;0;4.3;197472;100;15;10;3;13
Dinosaur Sim;simulation;3583 bytes;1;1;0;7;1000000;0;3.9;14536;100;21;16;11;26
Ocean Dolphin Simulator 3D;simulation;wild animals world;0;1;0;7;100000;0;3.0;2395;100;11;18;28;94
Real Jurassic Dinosaurs Race;simulation;free wild simulator games;1;1;0;7;500000;0;3.8;1194;100;15;8;4;41
War Wings;action;miniclip.com;1;0;1;7;10000000;0;4.4;470497;100;21;7;3;11
Drive Simulator;simulation;app holdings;1;1;0;0;10000000;0;4.1;169467;100;16;10;6;21
BEYBLADE BURST app;action;hasbro inc.;0;1;0;0;10000000;0;4.3;352821;100;12;6;3;13
<U+0001F69C> Farm Simulator: Hay Tycoon grow and sell crops;simulation;game mavericks;1;1;0;0;500000;0;3.9;302;100;15;10;7;32
Mad Town Mafia Storie 2019;action;creativelab games;1;1;0;18;5000000;0;3.4;50071;100;12;11;9;58
Robot Ninja Battle Royale;action;aeria canada;1;1;0;7;1000000;0;4.2;13143;100;9;6;3;18
Fleet Command � Kill enemy ship & win Legion War;strategy;movga games;1;0;1;7;1000000;0;4.2;25089;100;7;3;3;18
PicaSim: Free flight simulator;simulation;the rowlhouse;0;0;0;0;1000000;0;4.3;22902;100;13;6;3;14
Plane Craft: Square Air;arcade;crafting and building games for girls adventure;0;1;0;12;1000000;0;4.2;21173;100;10;7;4;20
Airport Ground Flight Staff 3D;simulation;timedottime;0;1;0;0;1000000;0;3.1;8277;100;18;16;14;90
The Sims FreePlay;simulation;electronic arts;1;1;1;12;100000000;0;4.0;5202432;100;17;11;5;24
City Bird Pigeon Simulator 3D;simulation;playmechanics;0;1;0;16;1000000;0;2.5;19222;53;11;14;19;100
Scary Goat 2017;action;tap2play, llc (ticker: tapm);1;1;0;16;1000000;0;4.1;4574;100;9;6;5;23
Cops N Robbers - 3D Pixel Craft Gun Shooting Games;action;riovox;1;1;1;7;5000000;0;4.3;165994;100;11;7;3;16
FarmVille 2: Country Escape;casual;zynga;1;1;1;0;10000000;0;4.4;2671320;100;20;8;3;7
Turboprop Flight Simulator 3D;simulation;axgamesoft;0;1;0;0;5000000;0;4.4;10952;100;16;7;4;11
Bus Simulator 2015;simulation;ovidiu pop;1;1;0;0;50000000;0;4.3;1441475;100;16;10;4;13
SimCopter Helicopter Simulator 2016 Free;simulation;thetis games and flight simulators;1;1;0;0;1000000;0;3.6;29862;100;18;18;8;47
Mouse Simulator;simulation;avelog;1;1;0;0;10000000;0;4.0;135968;100;20;12;6;22
Farming Simulator 2018 - Farm Games;simulation;zippy games;1;1;0;0;500000;0;3.0;3155;100;16;13;12;96
Euro Train Simulator;simulation;highbrow interactive;1;1;0;0;10000000;0;4.2;160454;100;18;12;4;16
Oil Tanker Transporter Truck Simulator;simulation;racing games android - appsoleut games;1;1;0;0;5000000;0;3.7;3267;100;9;9;6;41
Pterosaur Flight Simulator 3D;simulation;ruslan chetverikov - driving & police games;0;1;0;7;500000;0;3.8;2052;100;18;14;7;36
Block Craft 3D: Building Simulator Games For Free;simulation;fun games for free;1;1;1;12;100000000;0;4.2;1421711;100;15;8;5;19
Roll the Ball� - slide puzzle;puzzle;bitmango;1;1;0;0;100000000;0;4.4;1514329;100;24;11;3;9
Empire: Four Kingdoms | Medieval Strategy MMO;strategy;goodgame studios;1;1;1;0;50000000;0;4.2;1302018;100;22;11;4;16
School of Dragons;role playing;jumpstart games;1;1;0;0;10000000;0;4.0;598549;100;16;10;6;23
Trash Truck Simulator;simulation;skisosoft;1;1;0;0;5000000;0;4.3;5027;100;15;8;5;12
RC-AirSim - RC Model Plane Sim;simulation;fabricated reality;1;1;0;0;5000000;0;4.0;2774;100;13;10;6;22
Fidget Spinner;arcade;ketchapp;1;1;0;0;10000000;0;4.4;89122;100;12;7;2;12
Jungle Parrot Simulator - try wild bird survival!;simulation;wild animals world;0;1;0;12;100000;0;3.4;278;100;21;15;10;66
Railroad crossing - Train crash mania;simulation;explain3d;0;1;0;0;100000;0;3.9;874;100;14;12;6;29
Blocky School Bus Simulator Craft;simulation;fun blocky games;1;1;0;0;500000;0;3.7;2595;100;10;12;8;41
Solitaire Free;card;lezigame;0;1;0;0;1000000;0;4.8;71749;100;8;2;0;2
Fashion Cup - Dress up & Duel;casual;gamegos;1;1;0;0;1000000;0;4.5;1419;100;18;8;2;7
Stack Jump;arcade;voodoo;1;1;0;0;10000000;0;4.1;149416;100;22;13;5;18
Type faster;word;giuseppe romano;0;1;0;0;10000;0;3.7;160;100;44;12;8;46
Hidden City: Hidden Object Adventure;adventure;g5 entertainment;1;0;1;7;10000000;0;4.3;971473;100;37;16;4;7
Space Snake;arcade;ketchapp;1;1;0;0;1000000;0;3.8;3032;100;10;12;8;33
Dr. Driving 2;racing;sud inc.;1;1;0;0;50000000;0;4.3;558622;100;16;9;4;12
Looper;arcade;danny cruz;0;1;0;0;5000000;0;4.3;28505;100;23;11;4;12
Underworld Football Manager - Bribe, Attack, Steal;sports;stanga games, inc;1;1;1;7;1000000;0;4.3;3397;100;11;6;5;14
Guns of Boom - Online PvP Action;action;game insight;1;1;1;12;50000000;0;4.3;1778325;100;16;7;3;15
Quiz: Logo game;trivia;lemmings at work;0;1;0;0;10000000;0;4.5;364892;100;26;8;2;4
Finger Driver;arcade;ketchapp;1;1;0;0;5000000;0;4.1;21733;100;17;10;4;22
Skillz - Logic Brain Games;puzzle;app holdings;1;1;0;0;10000000;0;4.5;390205;100;28;8;2;6
Color Switch;arcade;color switch phoenix llc;1;1;0;0;10000000;0;4.3;212309;100;21;11;5;11
MAX Geheugentrainer;educational;omroepvereniging max;0;0;0;0;100000;0;4.4;1963;100;59;8;1;7
Hill Climb Racing 2;racing;fingersoft;1;1;1;0;100000000;0;4.5;3502262;100;18;6;2;7
Tiny Rifles;strategy;chikiuso;0;1;0;16;100000;0;3.9;4448;100;10;11;9;30
Crossy Road;action;hipster whale;1;1;0;0;100000000;0;4.6;4355590;100;15;5;1;4
Logic Pic - Picture Cross & Nonogram Puzzle;puzzle;tapps games;1;1;0;0;1000000;0;4.1;46372;100;33;15;7;15
Stack;arcade;ketchapp;1;1;0;0;50000000;0;4.3;414782;100;23;11;3;12
MonsterBusters: Match 3 Puzzle;puzzle;playdog;1;1;0;0;10000000;0;4.7;66246;100;17;3;0;1
Bubble Witch 2 Saga;casual;king;1;0;1;0;100000000;0;4.6;2894472;100;21;8;1;3
Mr Jump;action;zplay games;0;1;0;0;100000;0;4.1;5544;100;16;11;4;20
Brick Blast Ball;arcade;dong studio;1;1;0;0;1000000;0;4.5;4555;100;19;7;2;5
Knife Hit;arcade;ketchapp;1;1;0;0;50000000;0;4.3;7331;100;17;10;4;12
Smashy Road: Wanted;action;bearbit studios b.v.;1;1;0;7;10000000;0;4.4;565073;100;17;7;2;9
Emulator For GBA 2;arcade;hai phong game studio;0;1;0;0;1000000;0;4.3;19608;100;19;8;4;14
Minecraft;arcade;mojang;1;0;1;7;10000000;6.99;4.4;2907923;100;10;5;2;10
Realm Defense: Epic Tower Defense Strategy Game;strategy;babeltime us;1;1;1;7;5000000;0;4.6;38086;100;15;4;1;4
Shadow Fight 3;role playing;nekki;1;1;0;12;50000000;0;4.2;2302217;100;17;8;4;18
Fastlane: Road to Revenge;action;space ape games;1;1;0;7;10000000;0;4.6;573971;100;17;5;1;3
1LINE � One Line with One Touch;board;x-flow;1;1;0;0;10000000;0;4.4;3522;100;17;9;3;9
Ketchapp Basketball;sports;ketchapp;1;1;0;0;5000000;0;4.5;5922;100;15;7;2;7
Circle;arcade;ketchapp;1;1;0;0;10000000;0;4.1;268144;100;21;13;5;18
Stairs;arcade;ketchapp;0;1;0;0;1000000;0;4.1;8233;100;20;13;6;17
Driving School 2016;racing;ovidiu pop;1;1;0;0;10000000;0;4.5;1242353;100;13;6;2;9
Amusement Arcade 3D;arcade;mouse games;1;1;0;0;1000000;0;3.9;13132;100;19;17;8;26
Wordfeud;word;bertheussen it;1;0;1;0;500000;5.49;4.6;84261;100;28;4;1;2
Spinner Evolution - Merge Fidget Spinners!;simulation;pixelcube studios inc.;1;1;0;0;1000000;0;4.2;12541;100;14;9;3;19
VR Tunnel Race Free (2 modes);racing;iec corp;1;1;0;0;1000000;0;4.3;11699;100;16;7;2;13
Chilly Snow;arcade;acid cousins;1;1;0;12;5000000;0;3.7;84066;100;34;21;12;34
yellow;puzzle;bart bonte;1;1;0;0;5000000;0;4.8;66166;100;7;2;1;2
Layton�s  Mystery Journey;adventure;level-5 inc.;1;0;0;0;10000;17.99;4.0;1159;100;24;13;11;19
Would You Rather?;word;dh3 games;1;1;0;12;1000000;0;3.5;18982;100;45;41;21;45
2048;casual;newpower studios;1;1;0;0;1000000;0;4.1;2436;100;28;10;8;20
Stereotypo;word;imbalab;1;1;0;0;1000000;0;4.4;54264;100;39;9;3;4
What Would You Do If?;casual;dh3 games;0;1;0;12;100000;0;4.0;143;100;60;25;10;18
Sling Drift;action;tastypill;1;1;0;0;10000000;0;4.0;140095;100;23;16;8;21
Capitals of the countries - Quiz;trivia;jean-philippe mary;0;1;0;0;50000;0;4.3;222;100;37;12;1;11
Love Balls;puzzle;lion studios;1;1;0;12;100000000;0;4.0;59028;100;19;14;8;24
Choices: Stories You Play;simulation;pixelberry;1;1;0;12;10000000;0;4.5;1180576;100;21;6;2;7
Dark Stories;puzzle;treebit technologies;1;1;0;0;1000000;0;4.2;63208;100;22;10;6;17
Zenge;puzzle;hamster on coke games;0;0;0;0;500000;1.09;4.5;1317;100;15;9;2;7
Flip Trickster - Parkour Simulator;simulation;lion studios;1;1;0;0;10000000;0;3.6;72566;100;29;25;14;42
Bacon � The Game;casual;philipp stollenmayer;0;1;0;0;5000000;0;4.3;38389;100;24;12;4;9
Trivia Crack 2;trivia;etermax;1;1;1;0;10000000;0;3.8;145079;100;28;15;9;30
Vlogger Go Viral - Tuber Game;strategy;tapps games;1;1;0;0;10000000;0;4.6;1550314;100;13;4;1;4
Good Pizza, Great Pizza;casual;tapblaze;1;1;0;0;10000000;0;4.2;523865;100;22;11;5;14
Candle;casual;progimax;0;1;0;0;10000000;0;4.0;87381;100;17;12;5;24
AngL;puzzle;nodetrack;0;1;0;0;500000;0.99 ;4.2;10698;100;31;15;8;11
Little Alchemy 2;puzzle;recloak;1;1;0;0;5000000;0;4.2;51906;100;29;16;8;12
Twenty48 Solitaire;arcade;voodoo;1;1;0;0;1000000;0;4.3;21914;100;22;8;4;10
Tom the Tow Truck: Drive in Car City - Mini Mango;educational;mini mango;0;0;0;0;100000;1.99;3.6;508;100;29;23;14;44
Puzzle Box - Classic Puzzles All in One;puzzle;tap sky;1;1;1;0;1000000;0;4.6;21512;100;12;4;1;5
My Hospital: Build. Farm. Heal;simulation;kuu hubb oy;1;1;0;0;5000000;0;4.1;83334;100;24;15;6;18
Glow Hockey;arcade;natenai ariyatrakool;0;1;0;0;100000000;0;4.3;1738234;100;15;10;3;13
Solitaire;card;green panda games;1;1;0;0;1000000;0;4.5;44744;100;21;6;2;6
Popular Wars;action;lion studios;1;1;0;0;10000000;0;3.8;71164;100;25;20;12;31
LAYTON BROTHERS MYSTERY ROOM;casual;level-5 inc.;1;0;0;16;1000000;0;4.3;18477;100;17;8;5;13
2048;puzzle;androbros;1;1;0;0;5000000;0;4.4;66464;100;21;7;2;9
Rummy - Offline;board;sng games;0;1;0;12;1000000;0;4.4;31056;100;37;10;3;7
Mahjong Titan;board;kristanix games;1;1;0;0;5000000;0;4.6;512901;100;30;6;0;1
Kids Doodle - Color & Draw;casual;doodle joy studio;0;1;0;0;50000000;0;4.5;419923;100;14;7;1;8
Dexter Slice;puzzle;gazillion entertainment;1;0;0;12;10000;4.19;3.7;209;100;17;11;8;38
VR Galaxy Wars;arcade;blackant games;0;1;0;0;100000;0;4.6;1701;100;24;7;3;3
PinOut;arcade;mediocre;1;0;0;0;10000000;0;4.2;84258;100;19;11;5;16
1010! Block Puzzle Game;puzzle;gram games limited;1;1;0;0;10000000;0;4.4;451019;100;19;8;3;8
Dune!;arcade;voodoo;1;1;0;0;10000000;0;4.2;270338;100;20;9;4;18
Supermarket Mania Journey;strategy;g5 entertainment;1;0;1;0;5000000;0;4.4;258391;100;24;12;3;5
COOKING DASH;casual;glu;1;1;1;0;10000000;0;4.2;446856;100;25;14;6;12
Draw In;arcade;lion studios;1;1;0;12;10000000;0;3.9;7544;100;24;18;11;28
Solitaire Paradise: Tripeaks;card;bitmango;1;1;0;0;500000;0;4.2;3413;100;21;12;5;13
Solitaire TriPeaks: Play Free Solitaire Card Games;card;gsn games, inc.;1;1;0;0;10000000;0;4.5;532176;100;26;6;1;4
The Chameleon;board;fox city games llc;1;1;1;0;50000;0;2.8;967;80;25;22;50;100
2048 Solitaire;puzzle;ironchair;1;1;0;0;10000;0;3.5;144;100;28;38;23;46
Pictoword: Fun Word Games, Offline Word Brain Game;word;kooapps games - fun word and brain puzzle games;1;1;0;0;10000000;0;4.4;373707;100;26;11;3;9
Magic Tri Peaks Offline Solitaire Game;puzzle;rainbow games llc;1;1;0;0;10000;0;4.5;1005;100;15;3;0;10
Mahjong;puzzle;noodle games;0;1;0;0;10000000;0;4.5;104295;100;34;9;1;4
Heads Up!;word;warner bros. international enterprises;1;0;0;0;10000000;0;4.2;208562;100;15;8;4;19
Town of Salem - The Coven;strategy;blankmediagames;1;1;1;16;500000;0;3.7;12823;100;25;14;7;40
Sudoku PuzzleLife;puzzle;keesing media group;1;1;0;0;10000;0;4.3;935;100;48;11;5;6
Codeword Puzzles (Crosswords);word;lr studios;1;1;0;12;100000;0;4.5;5006;100;38;10;3;2
Sudoku.com - Free Game;puzzle;easybrain;1;1;0;0;10000000;0;4.6;1150950;100;34;7;1;2
Lingo! - Word Game;word;msb apps;1;1;0;0;100000;0;3.6;558;100;46;34;24;39
Wedding Salon Dash - Bridal Shop Simulator Game;simulation;tapps games;1;1;0;0;500000;0;4.1;10029;100;27;18;6;17
Yu-Gi-Oh! Duel Links;card;konami;1;1;1;12;10000000;0;4.5;1818433;100;11;4;2;8
DUAL!;action;seabaa;1;1;0;0;10000000;0;3.9;124809;100;23;14;7;27
Shadowverse CCG;card;cygames, inc.;1;1;1;12;1000000;0;4.2;59743;100;21;8;5;16
BLEACH Brave Souls;action;klab global pte. ltd.;1;0;1;12;5000000;0;4.5;210973;100;14;5;2;9
Ball Blast;arcade;voodoo;1;1;0;0;10000000;0;4.3;219171;100;20;7;3;13
Rise of Kingdoms: Lost Crusade;strategy;lilith  games;1;0;1;0;10000000;0;4.4;694976;100;16;5;2;10
Dunk A Lot;sports;pixel box games;1;1;0;0;1000000;0;4.5;51871;100;21;9;2;6
Ingress Prime;adventure;niantic, inc.;1;0;1;0;10000000;0;3.1;409562;100;21;17;16;84
Draconius GO: Catch a Dragon!;adventure;elyland;1;0;1;0;1000000;0;3.9;22938;100;22;17;7;26
Glyph [REDACTED];trivia;geckour;1;0;0;0;10000;0;4.4;602;100;29;5;2;8
Brain On Physics Boxs Puzzles;puzzle;jdi game studio;1;1;0;0;5000000;0;4.5;3387;100;11;6;1;10
Numbers Game - Numberama;casual;lars fe�en;1;0;1;0;1000000;0;4.6;26904;100;24;5;2;4
TENS!;puzzle;kwalee ltd;1;1;0;0;1000000;0;4.4;17978;100;13;5;4;12
Ludo King�;board;gametion technologies pvt ltd;1;1;1;0;100000000;0;4.2;3214058;100;18;9;4;15
Candy Crush Friends Saga;casual;king;1;0;0;0;10000000;0;4.6;1205832;100;22;6;1;2
Fairway Solitaire;card;big fish games;1;1;0;0;5000000;0;4.6;13299;100;21;6;1;3
Paradise Island 2: Hotel Game;casual;game insight;1;1;1;12;5000000;0;4.6;521376;100;32;5;1;2
2048 Tycoon: World Theme Park;puzzle;nlabsoft co., ltd.;1;1;0;0;500000;0;4.1;3535;100;31;22;7;15
Picross Luna II - Six Pieces Of Tears;puzzle;floralmong company;0;1;0;0;100000;0;4.6;11866;100;24;5;1;2
Candy Crush Soda Saga;casual;king;1;0;0;0;100000000;0;4.6;6981271;100;19;6;1;4
Gameroom;trivia;talpa network b.v.;0;0;0;0;100000;0;3.4;1418;100;28;22;10;63
Farm Heroes Saga;casual;king;1;0;1;0;100000000;0;4.6;8279851;100;17;6;1;3
Fun Hospital � tycoon games;simulation;orangesgame technology limited;1;1;1;7;1000000;0;3.9;19037;100;27;14;7;30
Jurassic World Alive;adventure;ludia inc.;1;1;1;12;10000000;0;4.3;409974;100;21;8;4;14
KIM KARDASHIAN: HOLLYWOOD;adventure;glu;1;1;1;12;10000000;0;4.4;1060127;100;17;8;3;10
Food Truck Chef�: Cooking Game;casual;tilting point;1;1;0;0;10000000;0;4.2;236352;100;18;12;6;15
Binaris 1001 - binary puzzles;puzzle;mjk apps;1;1;0;0;100000;0;4.5;1581;100;30;7;0;6
Sudoku;puzzle;pink pointer;1;1;0;0;5000000;0;4.6;69654;100;27;5;0;3
CodyCross: Crossword Puzzles;word;fanatee, inc.;1;1;0;0;10000000;0;4.6;60792;100;23;6;1;4
Wie is de Mol?;strategy;avrotros;0;0;0;0;500000;0;2.9;8726;82;22;18;21;100
100 Doors Challenge;puzzle;protey apps;0;1;0;7;10000000;0;4.4;104205;100;23;7;3;10
Rento - Dice Board Game Online;board;lan games ltd;1;1;1;0;10000000;0;4.2;25844;100;27;10;4;15
Sudoku Quest;puzzle;hashcube;1;1;1;0;1000000;0;4.6;3663;100;24;3;1;2
Solitaire - Grand Harvest - Tripeaks;card;supertreat;1;0;0;0;5000000;0;4.7;50042;100;12;3;1;2
Bingo Infinity�<U+FE0F> - Free Casino Slots & Bingo Games;casino;jam city, inc.;1;0;0;12;500000;0;4.5;4756;100;16;7;1;7
Twenty;puzzle;stephen french;1;0;0;0;1000000;0;4.5;21453;100;21;8;3;6
bionoid - binary puzzle fun;puzzle;verschueren geert;1;1;0;0;10000;0;4.5;187;100;20;3;3;6
Balls Control;casual;goleft spol. s r. o.;1;1;0;0;10000000;0;4.2;7883;100;16;12;5;14
Cinema Panic 2: Cooking Restaurant;casual;boomware technologies;1;1;0;0;1000000;0;4.3;58997;100;23;14;6;10
Big Farm: Mobile Harvest � Free Farming Game;casual;goodgame studios;1;1;1;0;10000000;0;4.3;232872;100;30;8;4;13
Subiku : the binary sudoku;puzzle;pierrox;0;1;0;0;50000;0;4.7;2047;100;30;6;0;0
Pluszle �: Brain logic puzzle;puzzle;huckleberry publishing;1;1;0;0;100000;0;4.2;391;100;40;12;14;10
Minesweeper;casual;alcamasoft;0;1;0;0;50000;0;3.9;78;100;22;13;8;28
Bingo Quest - Summer Garden Adventure;board;fgl indie showcase;1;1;0;0;1000000;0;4.5;15529;100;16;7;3;6
Twisty Road!;arcade;voodoo;1;1;0;0;10000000;0;3.9;101495;100;18;12;7;28
Number Mazes: Rikudo Puzzles;puzzle;rikudo games;1;1;0;0;1000000;0;4.6;30575;100;29;5;0;2
Logic Detective;puzzle;goats and tigers;0;0;0;0;10000;0;1.9;109;15;5;20;58;100
Tents and Trees Puzzles;puzzle;frozax games;1;1;0;0;500000;0;4.6;36841;100;21;6;1;3
Tap +1;puzzle;foggy.link;0;1;0;0;100000;0;4.6;1154;100;20;3;3;3
VISTALGY� Sudoku;board;magic dream pro ltd;1;1;1;0;500000;0;4.5;355;100;31;6;1;4
Binary Fun� Decimal Game;educational;petraapps;0;1;0;0;100000;0;4.6;4387;100;25;2;1;5
World Series of Poker � WSOP Free Texas Holdem;card;playtika;1;1;1;0;10000000;0;4.4;1169049;100;19;7;3;8
Brain It On! - Physics Puzzles;puzzle;orbital nine games;1;1;0;0;10000000;0;4.5;460665;100;21;6;2;7
Trade Island;simulation;game insight;1;1;0;12;1000000;0;4.5;79318;100;22;9;3;6
Paper.io;arcade;voodoo;1;1;0;0;10000000;0;3.9;401217;100;19;11;5;33
Open Puzzle Box;puzzle;nfly studio;1;1;0;0;1000000;0;4.1;76556;100;24;14;6;19
2048 Classic Legend;puzzle;bp game studio;0;1;0;0;100000;0;4.6;3291;100;17;6;1;4
Bingo Blitz�<U+FE0F> - Bingo Games;board;playtika santa monica;1;0;1;12;10000000;0;4.6;57604;100;17;5;1;4
Puzzle Page;puzzle;appynation ltd.;1;1;0;0;1000000;0;4.1;34063;100;36;14;6;20
My Story: Choose Your Own Path;simulation;nanobit;1;1;0;12;5000000;0;4.2;746025;100;29;19;6;13
Picross Luna - A forgotten tale;puzzle;floralmong company;0;1;0;0;1000000;0;4.6;59251;100;23;4;1;2
Smart - Brain Games & Logic Puzzles;puzzle;healthy body apps;1;1;0;0;5000000;0;4.5;166786;100;34;11;2;4
Logo Quiz World;trivia;msi apps;1;1;0;0;5000000;0;4.1;32007;100;26;14;7;15
I Love Hue;puzzle;zut!;1;1;0;0;5000000;0;4.7;200138;100;17;3;1;2
Two Eyes - Nonogram;puzzle;gamefox;1;1;0;0;1000000;0;4.7;48186;100;18;5;1;2
red;puzzle;bart bonte;1;1;0;0;1000000;0;4.7;25667;100;10;4;1;2
Einstein's Riddle Logic Puzzles;board;rottz games;1;1;0;0;1000000;0;4.6;96326;100;28;5;1;1
Bouncing Balls;puzzle;fun games free;0;1;0;0;500000;0;4.3;1681;100;19;10;1;14
Chess Free;board;ai factory limited;0;1;0;0;50000000;0;4.6;1470107;100;26;6;1;4
Age of 2048�: Civilization City Building Games;puzzle;nlabsoft co., ltd.;1;1;0;0;5000000;0;3.9;48114;100;32;18;9;26
Plague Inc.;simulation;miniclip.com;1;1;0;7;50000000;0;4.5;2966006;100;18;6;2;8
2048;puzzle;uberspot;0;0;0;0;1000000;0;4.1;54943;100;30;16;8;14
Hill Climb Racing;racing;fingersoft;1;1;0;0;500000000;0;4.5;9420130;100;13;7;2;8
Dumb Ways to Die Original;casual;metro trains;1;1;0;7;10000000;0;4.2;45606;100;20;11;5;17
Assassin's Creed Rebellion: Adventure RPG;role playing;ubisoft entertainment;1;0;0;7;5000000;0;4.4;299794;100;23;8;3;10
Gumballs & Dungeons(G&D);strategy;qcplay limited.;1;0;0;0;1000000;0;4.6;8769;100;14;4;1;5
Chess Clock;puzzle;chess.com;0;0;0;0;1000000;0;4.5;10472;100;19;7;3;7
Plants vs Zombies� 2 Free;casual;electronic arts;1;1;0;7;100000000;0;4.5;6226823;100;13;5;2;9
Tabletopia;board;tabletopia;0;0;0;12;10000;0;3.1;248;100;78;34;53;89
Worchy Picture Word Search;word;abichus o�;1;1;0;0;50000;0;4.5;1502;100;32;16;0;3
Boggle With Friends: Word Game;word;zynga;1;1;1;0;1000000;0;4.3;14118;100;26;7;5;12
Words With Friends 2 � Free Word Games & Puzzles;word;zynga;1;1;0;0;10000000;0;4.2;26909;100;29;10;7;16
Camping Paradis : Le Jeu;casual;jla games;1;1;0;0;500000;0;4.1;28645;100;29;16;6;18
